Data;Segmento;Empresa;GrupoProblema;Ocorrências
2018-06;Varejo;Lojas Salfer;Vício de Qualidade;1
2018-06;Varejo;Lojas TaQi;Atendimento / SAC;1
2018-06;Varejo;Lojas TaQi;Cobrança / Contestação;2
2018-06;Varejo;Lojas TaQi;Vício de Qualidade;3
2018-06;Varejo;Magazine Luiza;Atendimento / SAC;16
2018-06;Varejo;Magazine Luiza;Cobrança / Contestação;32
2018-06;Varejo;Magazine Luiza;Contrato / Oferta;19
2018-06;Varejo;Magazine Luiza;Entrega do Produto;22
2018-06;Varejo;Magazine Luiza;Informação;1
2018-06;Varejo;Magazine Luiza;Saúde e Segurança;2
2018-06;Varejo;Magazine Luiza;Vício de Qualidade;13
2018-06;Varejo;Móveis Romera;Cobrança / Contestação;4
2018-06;Varejo;Móveis Romera;Contrato / Oferta;1
2018-06;Varejo;Novo Mundo;Atendimento / SAC;5
2018-06;Varejo;Novo Mundo;Cobrança / Contestação;7
2018-06;Varejo;Novo Mundo;Contrato / Oferta;3
2018-06;Varejo;Novo Mundo;Entrega do Produto;4
2018-06;Varejo;Novo Mundo;Vício de Qualidade;3
2018-06;Varejo;Pernambucanas;Atendimento / SAC;14
2018-06;Varejo;Pernambucanas;Cobrança / Contestação;66
2018-06;Varejo;Pernambucanas;Contrato / Oferta;7
2018-06;Varejo;Pernambucanas;Entrega do Produto;1
2018-06;Varejo;Pernambucanas;Informação;2
2018-06;Varejo;Pernambucanas;Saúde e Segurança;1
2018-06;Varejo;Pernambucanas;Vício de Qualidade;5
2018-06;Varejo;Polishop;Cobrança / Contestação;2
2018-06;Varejo;Polishop;Contrato / Oferta;4
2018-06;Varejo;Polishop;Entrega do Produto;1
2018-06;Varejo;Polishop;Vício de Qualidade;4
2018-06;Varejo;Ponto Frio;Atendimento / SAC;2
2018-06;Varejo;Ponto Frio;Cobrança / Contestação;5
2018-06;Varejo;Ponto Frio;Contrato / Oferta;6
2018-06;Varejo;Ponto Frio;Entrega do Produto;5
2018-06;Varejo;Ponto Frio;Informação;2
2018-06;Varejo;Ponto Frio;Saúde e Segurança;2
2018-06;Varejo;Ponto Frio;Vício de Qualidade;8
2018-06;Varejo;Ricardo Eletro;Atendimento / SAC;2
2018-06;Varejo;Ricardo Eletro;Cobrança / Contestação;5
2018-06;Varejo;Ricardo Eletro;Contrato / Oferta;3
2018-06;Varejo;Ricardo Eletro;Entrega do Produto;5
2018-06;Varejo;Ricardo Eletro;Vício de Qualidade;6
2018-06;Transporte Aéreo;Aeromexico;Atendimento / SAC;1
2018-06;Transporte Aéreo;Aeromexico;Cobrança / Contestação;5
2018-06;Transporte Aéreo;Aeromexico;Contrato / Oferta;1
2018-06;Transporte Aéreo;Aeromexico;Vício de Qualidade;1
2018-06;Transporte Aéreo;Air Europa;Cobrança / Contestação;3
2018-06;Transporte Aéreo;Air Europa;Entrega do Produto;1
2018-06;Transporte Aéreo;Air Europa;Informação;1
2018-06;Transporte Aéreo;Air Europa;Vício de Qualidade;3
2018-06;Transporte Aéreo;Air France;Atendimento / SAC;2
2018-06;Transporte Aéreo;Air France;Cobrança / Contestação;3
2018-06;Transporte Aéreo;Air France;Saúde e Segurança;1
2018-06;Transporte Aéreo;Air France;Vício de Qualidade;5
2018-06;Transporte Aéreo;Avianca - Aerovias;Atendimento / SAC;9
2018-06;Transporte Aéreo;Avianca - Aerovias;Cobrança / Contestação;22
2018-06;Transporte Aéreo;Avianca - Aerovias;Contrato / Oferta;8
2018-06;Transporte Aéreo;Avianca - Aerovias;Informação;1
2018-06;Transporte Aéreo;Avianca - Aerovias;Saúde e Segurança;2
2018-06;Transporte Aéreo;Avianca - Aerovias;Vício de Qualidade;25
2018-06;Transporte Aéreo;Avianca - Oceanair;Atendimento / SAC;52
2018-06;Transporte Aéreo;Avianca - Oceanair;Cobrança / Contestação;82
2018-06;Transporte Aéreo;Avianca - Oceanair;Contrato / Oferta;54
2018-06;Transporte Aéreo;Avianca - Oceanair;Entrega do Produto;7
2018-06;Transporte Aéreo;Avianca - Oceanair;Informação;15
2018-06;Transporte Aéreo;Avianca - Oceanair;Vício de Qualidade;56
2018-06;Transporte Aéreo;Azul Linhas Aéreas;Atendimento / SAC;59
2018-06;Transporte Aéreo;Azul Linhas Aéreas;Cobrança / Contestação;113
2018-06;Transporte Aéreo;Azul Linhas Aéreas;Contrato / Oferta;139
2018-06;Transporte Aéreo;Azul Linhas Aéreas;Entrega do Produto;13
2018-06;Transporte Aéreo;Azul Linhas Aéreas;Informação;19
2018-06;Transporte Aéreo;Azul Linhas Aéreas;Saúde e Segurança;8
2018-06;Transporte Aéreo;Azul Linhas Aéreas;Vício de Qualidade;91
2018-06;Transporte Aéreo;British Airways;Atendimento / SAC;1
2018-06;Transporte Aéreo;British Airways;Cobrança / Contestação;4
2018-06;Transporte Aéreo;British Airways;Contrato / Oferta;2
2018-06;Transporte Aéreo;British Airways;Vício de Qualidade;4
2018-06;Transporte Aéreo;Condor;Informação;1
2018-06;Transporte Aéreo;Gol Linhas Aéreas;Atendimento / SAC;60
2018-06;Transporte Aéreo;Gol Linhas Aéreas;Cobrança / Contestação;166
2018-06;Transporte Aéreo;Gol Linhas Aéreas;Contrato / Oferta;78
2018-06;Transporte Aéreo;Gol Linhas Aéreas;Entrega do Produto;3
2018-06;Transporte Aéreo;Gol Linhas Aéreas;Informação;21
2018-06;Transporte Aéreo;Gol Linhas Aéreas;Saúde e Segurança;3
2018-06;Transporte Aéreo;Gol Linhas Aéreas;Vício de Qualidade;95
2018-06;Transporte Aéreo;Iberia Lineas Aereas;Atendimento / SAC;2
2018-06;Transporte Aéreo;Iberia Lineas Aereas;Cobrança / Contestação;6
2018-06;Transporte Aéreo;Iberia Lineas Aereas;Contrato / Oferta;5
2018-06;Transporte Aéreo;Iberia Lineas Aereas;Informação;2
2018-06;Transporte Aéreo;Iberia Lineas Aereas;Vício de Qualidade;12
2018-06;Transporte Aéreo;KLM;Cobrança / Contestação;1
2018-06;Transporte Aéreo;KLM;Contrato / Oferta;1
2018-06;Transporte Aéreo;KLM;Vício de Qualidade;4
2018-06;Transporte Aéreo;Latam Airlines (Tam);Atendimento / SAC;267
2018-06;Transporte Aéreo;Latam Airlines (Tam);Cobrança / Contestação;293
2018-06;Transporte Aéreo;Latam Airlines (Tam);Contrato / Oferta;373
2018-06;Transporte Aéreo;Latam Airlines (Tam);Entrega do Produto;14
2018-06;Transporte Aéreo;Latam Airlines (Tam);Informação;51
2018-06;Transporte Aéreo;Latam Airlines (Tam);Saúde e Segurança;8
2018-06;Transporte Aéreo;Latam Airlines (Tam);Vício de Qualidade;187
2018-06;Transporte Aéreo;Latam Cargo;Atendimento / SAC;3
2018-06;Transporte Aéreo;Latam Cargo;Contrato / Oferta;2
2018-06;Transporte Aéreo;Latam Cargo;Entrega do Produto;4
2018-06;Transporte Aéreo;Latam Cargo;Vício de Qualidade;1
2018-06;Transporte Aéreo;Lufthansa;Atendimento / SAC;1
2018-06;Transporte Aéreo;Lufthansa;Cobrança / Contestação;1
2018-06;Transporte Aéreo;Lufthansa;Contrato / Oferta;1
2018-06;Transporte Aéreo;Lufthansa;Entrega do Produto;1
2018-06;Transporte Aéreo;Lufthansa;Saúde e Segurança;1
2018-06;Transporte Aéreo;Lufthansa;Vício de Qualidade;1
2018-06;Transporte Aéreo;MAP Linhas Aéreas;Contrato / Oferta;1
2018-06;Transporte Aéreo;MAP Linhas Aéreas;Informação;2
2018-06;Transporte Aéreo;Passaredo Linhas Aéreas;Atendimento / SAC;3
2018-06;Transporte Aéreo;Passaredo Linhas Aéreas;Cobrança / Contestação;6
2018-06;Transporte Aéreo;Passaredo Linhas Aéreas;Vício de Qualidade;5
2018-06;Transporte Aéreo;Swiss;Atendimento / SAC;1
2018-06;Transporte Aéreo;Swiss;Contrato / Oferta;1
2018-06;Transporte Aéreo;Swiss;Vício de Qualidade;2
2018-06;Transporte Aéreo;Turkish Airlines;Atendimento / SAC;1
2018-06;Transporte Aéreo;Turkish Airlines;Cobrança / Contestação;1
2018-06;Transporte Aéreo;Turkish Airlines;Informação;1
2018-06;Transporte Aéreo;United Airlines;Atendimento / SAC;2
2018-06;Transporte Aéreo;United Airlines;Cobrança / Contestação;1
2018-06;Transporte Aéreo;United Airlines;Vício de Qualidade;7
2018-06;Supermercados;BIG;Cobrança / Contestação;2
2018-06;Supermercados;BIG;Vício de Qualidade;1
2018-06;Supermercados;Bompreço Supermercados;Atendimento / SAC;2
2018-06;Supermercados;Bompreço Supermercados;Vício de Qualidade;2
2018-06;Supermercados;Carrefour;Atendimento / SAC;2
2018-06;Supermercados;Carrefour;Cobrança / Contestação;3
2018-06;Supermercados;Carrefour;Contrato / Oferta;10
2018-06;Supermercados;Carrefour;Entrega do Produto;1
2018-06;Supermercados;Carrefour;Saúde e Segurança;5
2018-06;Supermercados;Carrefour;Vício de Qualidade;13
2018-06;Supermercados;Extra;Atendimento / SAC;6
2018-06;Supermercados;Extra;Cobrança / Contestação;15
2018-06;Supermercados;Extra;Contrato / Oferta;47
2018-06;Supermercados;Extra;Entrega do Produto;4
2018-06;Supermercados;Extra;Informação;1
2018-06;Supermercados;Extra;Saúde e Segurança;8
2018-06;Supermercados;Extra;Vício de Qualidade;22
2018-06;Supermercados;Hiper Bompreço;Cobrança / Contestação;1
2018-06;Supermercados;Maxxi Atacado;Saúde e Segurança;1
2018-06;Supermercados;Pão de Açúcar;Atendimento / SAC;7
2018-06;Supermercados;Pão de Açúcar;Cobrança / Contestação;12
2018-06;Supermercados;Pão de Açúcar;Contrato / Oferta;33
2018-06;Supermercados;Pão de Açúcar;Entrega do Produto;1
2018-06;Supermercados;Pão de Açúcar;Informação;1
2018-06;Supermercados;Pão de Açúcar;Saúde e Segurança;1
2018-06;Supermercados;Pão de Açúcar;Vício de Qualidade;8
2018-06;Supermercados;Sam´s Club;Atendimento / SAC;1
2018-06;Supermercados;Sam´s Club;Contrato / Oferta;1
2018-06;Supermercados;Supermercados Super Lagoa;Contrato / Oferta;1
2018-06;Supermercados;Walmart;Atendimento / SAC;3
2018-06;Supermercados;Walmart;Cobrança / Contestação;5
2018-06;Supermercados;Walmart;Contrato / Oferta;3
2018-06;Supermercados;Walmart;Saúde e Segurança;1
2018-06;Supermercados;Walmart;Vício de Qualidade;2
2018-06;Provedores de Conteúdo e Outros Serviços na Internet;BuscaPé;Contrato / Oferta;1
2018-06;Provedores de Conteúdo e Outros Serviços na Internet;ParPerfeito;Cobrança / Contestação;2
2018-06;Provedores de Conteúdo e Outros Serviços na Internet;Portal Terra;Atendimento / SAC;1
2018-06;Provedores de Conteúdo e Outros Serviços na Internet;Portal Terra;Cobrança / Contestação;8
2018-06;Provedores de Conteúdo e Outros Serviços na Internet;Portal Terra;Contrato / Oferta;3
2018-06;Provedores de Conteúdo e Outros Serviços na Internet;Portal Terra;Vício de Qualidade;1
2018-06;Programas de Fidelidade;Dotz;Atendimento / SAC;2
2018-06;Programas de Fidelidade;Dotz;Cobrança / Contestação;4
2018-06;Programas de Fidelidade;Dotz;Contrato / Oferta;16
2018-06;Programas de Fidelidade;Dotz;Entrega do Produto;8
2018-06;Programas de Fidelidade;Dotz;Vício de Qualidade;5
2018-06;Programas de Fidelidade;Livelo;Atendimento / SAC;5
2018-06;Programas de Fidelidade;Livelo;Cobrança / Contestação;9
2018-06;Programas de Fidelidade;Livelo;Contrato / Oferta;54
2018-06;Programas de Fidelidade;Livelo;Entrega do Produto;10
2018-06;Programas de Fidelidade;Livelo;Informação;4
2018-06;Programas de Fidelidade;Livelo;Vício de Qualidade;6
2018-06;Programas de Fidelidade;Multiplus;Atendimento / SAC;5
2018-06;Programas de Fidelidade;Multiplus;Cobrança / Contestação;9
2018-06;Programas de Fidelidade;Multiplus;Contrato / Oferta;58
2018-06;Programas de Fidelidade;Multiplus;Entrega do Produto;14
2018-06;Programas de Fidelidade;Multiplus;Informação;2
2018-06;Programas de Fidelidade;Multiplus;Vício de Qualidade;10
2018-06;Programas de Fidelidade;Smiles;Atendimento / SAC;48
2018-06;Programas de Fidelidade;Smiles;Cobrança / Contestação;99
2018-06;Programas de Fidelidade;Smiles;Contrato / Oferta;152
2018-06;Programas de Fidelidade;Smiles;Entrega do Produto;24
2018-06;Programas de Fidelidade;Smiles;Informação;9
2018-06;Programas de Fidelidade;Smiles;Vício de Qualidade;17
2018-06;Produtos Agropecuários;Bayer - Divisão Animal;Contrato / Oferta;1
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Avon;Atendimento / SAC;18
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Avon;Cobrança / Contestação;93
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Avon;Contrato / Oferta;9
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Avon;Entrega do Produto;10
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Avon;Saúde e Segurança;2
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Avon;Vício de Qualidade;4
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Eudora;Atendimento / SAC;7
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Eudora;Cobrança / Contestação;21
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Eudora;Entrega do Produto;6
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Eudora;Vício de Qualidade;1
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Natura;Atendimento / SAC;36
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Natura;Cobrança / Contestação;115
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Natura;Contrato / Oferta;15
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Natura;Entrega do Produto;19
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Natura;Informação;2
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Natura;Saúde e Segurança;6
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Natura;Vício de Qualidade;4
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;O Boticário;Atendimento / SAC;17
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;O Boticário;Cobrança / Contestação;32
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;O Boticário;Contrato / Oferta;5
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;O Boticário;Entrega do Produto;3
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;O Boticário;Saúde e Segurança;1
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;O Boticário;Vício de Qualidade;7
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;The Beauty Box;Contrato / Oferta;1
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;quem disse, berenice?;Atendimento / SAC;1
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;quem disse, berenice?;Contrato / Oferta;1
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;quem disse, berenice?;Saúde e Segurança;1
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;quem disse, berenice?;Vício de Qualidade;1
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Época Cosméticos;Contrato / Oferta;1
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Época Cosméticos;Informação;1
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Época Cosméticos;Vício de Qualidade;1
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Algar Celular;Cobrança / Contestação;2
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Algar Fixo;Atendimento / SAC;3
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Algar Fixo;Cobrança / Contestação;9
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Algar Fixo;Contrato / Oferta;5
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Algar Fixo;Vício de Qualidade;1
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Algar TV;Contrato / Oferta;1
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro Celular;Atendimento / SAC;205
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro Celular;Cobrança / Contestação;989
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro Celular;Contrato / Oferta;310
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro Celular;Entrega do Produto;4
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro Celular;Informação;26
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro Celular;Saúde e Segurança;4
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro Celular;Vício de Qualidade;195
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro Fixo - Embratel;Atendimento / SAC;11
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro Fixo - Embratel;Cobrança / Contestação;55
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro Fixo - Embratel;Contrato / Oferta;11
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro Fixo - Embratel;Entrega do Produto;2
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro Fixo - Embratel;Vício de Qualidade;10
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro TV;Atendimento / SAC;113
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro TV;Cobrança / Contestação;335
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro TV;Contrato / Oferta;87
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro TV;Informação;9
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Claro TV;Vício de Qualidade;44
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Copel Telecom;Atendimento / SAC;4
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Copel Telecom;Cobrança / Contestação;7
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Copel Telecom;Contrato / Oferta;6
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Copel Telecom;Vício de Qualidade;6
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Intelig;Atendimento / SAC;1
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);NET;Atendimento / SAC;366
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);NET;Cobrança / Contestação;1245
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);NET;Contrato / Oferta;632
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);NET;Informação;34
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);NET;Vício de Qualidade;344
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Net Caraguá;Contrato / Oferta;1
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Nextel;Atendimento / SAC;59
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Nextel;Cobrança / Contestação;204
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Nextel;Contrato / Oferta;69
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Nextel;Entrega do Produto;1
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Nextel;Informação;3
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Nextel;Vício de Qualidade;48
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Celular;Atendimento / SAC;121
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Celular;Cobrança / Contestação;603
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Celular;Contrato / Oferta;195
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Celular;Entrega do Produto;7
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Celular;Informação;13
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Celular;Saúde e Segurança;2
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Celular;Vício de Qualidade;110
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Fixo;Atendimento / SAC;412
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Fixo;Cobrança / Contestação;2447
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Fixo;Contrato / Oferta;730
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Fixo;Entrega do Produto;7
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Fixo;Informação;23
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Fixo;Saúde e Segurança;2
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Oi Fixo;Vício de Qualidade;466
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);SKY;Atendimento / SAC;197
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);SKY;Cobrança / Contestação;604
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);SKY;Contrato / Oferta;249
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);SKY;Informação;14
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);SKY;Vício de Qualidade;163
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Tim;Atendimento / SAC;476
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Tim;Cobrança / Contestação;1645
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Tim;Contrato / Oferta;833
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Tim;Entrega do Produto;12
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Tim;Informação;57
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Tim;Saúde e Segurança;2
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Tim;Vício de Qualidade;569
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Vivo - Telefônica (GVT);Atendimento / SAC;642
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Vivo - Telefônica (GVT);Cobrança / Contestação;2106
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Vivo - Telefônica (GVT);Contrato / Oferta;1040
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Vivo - Telefônica (GVT);Entrega do Produto;36
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Vivo - Telefônica (GVT);Informação;53
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Vivo - Telefônica (GVT);Saúde e Segurança;2
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Vivo - Telefônica (GVT);Vício de Qualidade;1043
2018-06;Operadoras de Planos de Saúde e Administradoras de Benefícios;Agemed Planos de Saúde;Cobrança / Contestação;4
2018-06;Operadoras de Planos de Saúde e Administradoras de Benefícios;Agemed Planos de Saúde;Contrato / Oferta;1
2018-06;Operadoras de Planos de Saúde e Administradoras de Benefícios;Agemed Planos de Saúde;Informação;1
2018-06;Operadoras de Planos de Saúde e Administradoras de Benefícios;Agemed Planos de Saúde;Vício de Qualidade;2
2018-06;Operadoras de Planos de Saúde e Administradoras de Benefícios;Aliança Administradora;Atendimento / SAC;3
2018-06;Operadoras de Planos de Saúde e Administradoras de Benefícios;Aliança Administradora;Cobrança / Contestação;9
2018-06;Operadoras de Planos de Saúde e Administradoras de Benefícios;Amil;Atendimento / SAC;15
