Data;Segmento;Empresa;GrupoProblema;Ocorrências
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander;Atendimento / SAC;387
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander;Cobrança / Contestação;2762
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander;Contrato / Oferta;210
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander;Entrega do Produto;1
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander;Informação;38
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander;Saúde e Segurança;7
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander;Vício de Qualidade;183
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander Cartões;Atendimento / SAC;172
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander Cartões;Cobrança / Contestação;724
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander Cartões;Contrato / Oferta;119
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander Cartões;Entrega do Produto;5
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander Cartões;Informação;23
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander Cartões;Saúde e Segurança;1
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Santander Cartões;Vício de Qualidade;126
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Votorantim;Atendimento / SAC;24
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Votorantim;Cobrança / Contestação;169
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Votorantim;Contrato / Oferta;20
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Votorantim;Informação;2
2015;Bancos, Financeiras e Administradoras de Cartão;Banco Votorantim;Vício de Qualidade;59
2015;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Atendimento / SAC;642
2015;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Cobrança / Contestação;1921
2015;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Contrato / Oferta;339
2015;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Entrega do Produto;10
2015;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Informação;54
2015;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Saúde e Segurança;16
2015;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Vício de Qualidade;569
2015;Bancos, Financeiras e Administradoras de Cartão;Banco24Horas (TecBan);Atendimento / SAC;1
2015;Bancos, Financeiras e Administradoras de Cartão;Banco24Horas (TecBan);Cobrança / Contestação;1
2015;Bancos, Financeiras e Administradoras de Cartão;Banco24Horas (TecBan);Vício de Qualidade;25
2015;Bancos, Financeiras e Administradoras de Cartão;Bradescard;Atendimento / SAC;146
2015;Bancos, Financeiras e Administradoras de Cartão;Bradescard;Cobrança / Contestação;1094
2015;Bancos, Financeiras e Administradoras de Cartão;Bradescard;Contrato / Oferta;67
2015;Bancos, Financeiras e Administradoras de Cartão;Bradescard;Entrega do Produto;5
2015;Bancos, Financeiras e Administradoras de Cartão;Bradescard;Informação;16
2015;Bancos, Financeiras e Administradoras de Cartão;Bradescard;Saúde e Segurança;1
2015;Bancos, Financeiras e Administradoras de Cartão;Bradescard;Vício de Qualidade;120
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Cartões;Atendimento / SAC;159
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Cartões;Cobrança / Contestação;844
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Cartões;Contrato / Oferta;94
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Cartões;Entrega do Produto;12
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Cartões;Informação;19
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Cartões;Saúde e Segurança;1
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Cartões;Vício de Qualidade;120
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Financiamentos;Atendimento / SAC;22
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Financiamentos;Cobrança / Contestação;153
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Financiamentos;Contrato / Oferta;29
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Financiamentos;Entrega do Produto;2
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Financiamentos;Informação;4
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Financiamentos;Vício de Qualidade;7
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Promotora;Atendimento / SAC;64
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Promotora;Cobrança / Contestação;427
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Promotora;Contrato / Oferta;56
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Promotora;Informação;1
2015;Bancos, Financeiras e Administradoras de Cartão;Bradesco Promotora;Vício de Qualidade;309
2015;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Atendimento / SAC;1449
2015;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Cobrança / Contestação;5215
2015;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Contrato / Oferta;525
2015;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Entrega do Produto;29
2015;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Informação;125
2015;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Saúde e Segurança;11
2015;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Vício de Qualidade;1025
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Americanas.com;Atendimento / SAC;11
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Americanas.com;Cobrança / Contestação;36
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Americanas.com;Contrato / Oferta;26
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Americanas.com;Informação;1
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Americanas.com;Vício de Qualidade;9
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Carrefour;Atendimento / SAC;83
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Carrefour;Cobrança / Contestação;645
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Carrefour;Contrato / Oferta;61
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Carrefour;Entrega do Produto;1
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Carrefour;Informação;9
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Carrefour;Vício de Qualidade;30
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Quero-Quero VerdeCard;Atendimento / SAC;1
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Quero-Quero VerdeCard;Cobrança / Contestação;18
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Quero-Quero VerdeCard;Contrato / Oferta;1
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Quero-Quero VerdeCard;Vício de Qualidade;2
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Shoptime;Atendimento / SAC;4
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Shoptime;Cobrança / Contestação;8
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Shoptime;Contrato / Oferta;20
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Shoptime;Informação;2
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Shoptime;Vício de Qualidade;10
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Submarino;Atendimento / SAC;68
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Submarino;Cobrança / Contestação;261
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Submarino;Contrato / Oferta;227
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Submarino;Entrega do Produto;16
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Submarino;Informação;7
2015;Bancos, Financeiras e Administradoras de Cartão;Cartão Submarino;Vício de Qualidade;56
2015;Bancos, Financeiras e Administradoras de Cartão;Crediare;Atendimento / SAC;3
2015;Bancos, Financeiras e Administradoras de Cartão;Crediare;Cobrança / Contestação;14
2015;Bancos, Financeiras e Administradoras de Cartão;Crediare;Vício de Qualidade;3
2015;Bancos, Financeiras e Administradoras de Cartão;Credicard;Atendimento / SAC;79
2015;Bancos, Financeiras e Administradoras de Cartão;Credicard;Cobrança / Contestação;368
2015;Bancos, Financeiras e Administradoras de Cartão;Credicard;Contrato / Oferta;55
2015;Bancos, Financeiras e Administradoras de Cartão;Credicard;Informação;10
2015;Bancos, Financeiras e Administradoras de Cartão;Credicard;Vício de Qualidade;45
2015;Bancos, Financeiras e Administradoras de Cartão;Credipar;Cobrança / Contestação;11
2015;Bancos, Financeiras e Administradoras de Cartão;Credipar;Contrato / Oferta;2
2015;Bancos, Financeiras e Administradoras de Cartão;Credipar;Vício de Qualidade;1
2015;Bancos, Financeiras e Administradoras de Cartão;Crefisa;Atendimento / SAC;4
2015;Bancos, Financeiras e Administradoras de Cartão;Crefisa;Cobrança / Contestação;8
2015;Bancos, Financeiras e Administradoras de Cartão;Crefisa;Contrato / Oferta;2
2015;Bancos, Financeiras e Administradoras de Cartão;Crefisa;Informação;1
2015;Bancos, Financeiras e Administradoras de Cartão;Financeira Itaú Americanas;Atendimento / SAC;5
2015;Bancos, Financeiras e Administradoras de Cartão;Financeira Itaú Americanas;Cobrança / Contestação;46
2015;Bancos, Financeiras e Administradoras de Cartão;Financeira Itaú Americanas;Contrato / Oferta;7
2015;Bancos, Financeiras e Administradoras de Cartão;Financeira Itaú Americanas;Informação;1
2015;Bancos, Financeiras e Administradoras de Cartão;Financeira Itaú Americanas;Vício de Qualidade;1
2015;Bancos, Financeiras e Administradoras de Cartão;HSBC;Atendimento / SAC;123
2015;Bancos, Financeiras e Administradoras de Cartão;HSBC;Cobrança / Contestação;626
2015;Bancos, Financeiras e Administradoras de Cartão;HSBC;Contrato / Oferta;65
2015;Bancos, Financeiras e Administradoras de Cartão;HSBC;Entrega do Produto;1
2015;Bancos, Financeiras e Administradoras de Cartão;HSBC;Informação;12
2015;Bancos, Financeiras e Administradoras de Cartão;HSBC;Saúde e Segurança;8
2015;Bancos, Financeiras e Administradoras de Cartão;HSBC;Vício de Qualidade;73
2015;Bancos, Financeiras e Administradoras de Cartão;Hipercard;Atendimento / SAC;56
2015;Bancos, Financeiras e Administradoras de Cartão;Hipercard;Cobrança / Contestação;394
2015;Bancos, Financeiras e Administradoras de Cartão;Hipercard;Contrato / Oferta;33
2015;Bancos, Financeiras e Administradoras de Cartão;Hipercard;Informação;6
2015;Bancos, Financeiras e Administradoras de Cartão;Hipercard;Vício de Qualidade;43
2015;Bancos, Financeiras e Administradoras de Cartão;Itaucard;Atendimento / SAC;283
2015;Bancos, Financeiras e Administradoras de Cartão;Itaucard;Cobrança / Contestação;1558
2015;Bancos, Financeiras e Administradoras de Cartão;Itaucard;Contrato / Oferta;197
2015;Bancos, Financeiras e Administradoras de Cartão;Itaucard;Entrega do Produto;7
2015;Bancos, Financeiras e Administradoras de Cartão;Itaucard;Informação;38
2015;Bancos, Financeiras e Administradoras de Cartão;Itaucard;Vício de Qualidade;186
2015;Bancos, Financeiras e Administradoras de Cartão;Itauleasing;Atendimento / SAC;42
2015;Bancos, Financeiras e Administradoras de Cartão;Itauleasing;Cobrança / Contestação;268
2015;Bancos, Financeiras e Administradoras de Cartão;Itauleasing;Contrato / Oferta;30
2015;Bancos, Financeiras e Administradoras de Cartão;Itauleasing;Entrega do Produto;4
2015;Bancos, Financeiras e Administradoras de Cartão;Itauleasing;Informação;3
2015;Bancos, Financeiras e Administradoras de Cartão;Itauleasing;Vício de Qualidade;6
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú BMG Consignado;Atendimento / SAC;97
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú BMG Consignado;Cobrança / Contestação;613
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú BMG Consignado;Contrato / Oferta;68
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú BMG Consignado;Informação;6
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú BMG Consignado;Vício de Qualidade;777
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú Unibanco Consignado;Atendimento / SAC;5
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú Unibanco Consignado;Cobrança / Contestação;72
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú Unibanco Consignado;Contrato / Oferta;9
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú Unibanco Consignado;Vício de Qualidade;15
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú Unibanco Crédito Imobiliário;Atendimento / SAC;10
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú Unibanco Crédito Imobiliário;Cobrança / Contestação;22
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú Unibanco Crédito Imobiliário;Contrato / Oferta;13
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú Unibanco Crédito Imobiliário;Informação;4
2015;Bancos, Financeiras e Administradoras de Cartão;Itaú Unibanco Crédito Imobiliário;Vício de Qualidade;1
2015;Bancos, Financeiras e Administradoras de Cartão;Losango;Atendimento / SAC;32
2015;Bancos, Financeiras e Administradoras de Cartão;Losango;Cobrança / Contestação;310
2015;Bancos, Financeiras e Administradoras de Cartão;Losango;Contrato / Oferta;34
2015;Bancos, Financeiras e Administradoras de Cartão;Losango;Informação;7
2015;Bancos, Financeiras e Administradoras de Cartão;Losango;Vício de Qualidade;17
2015;Bancos, Financeiras e Administradoras de Cartão;Luizacred;Atendimento / SAC;18
2015;Bancos, Financeiras e Administradoras de Cartão;Luizacred;Cobrança / Contestação;159
2015;Bancos, Financeiras e Administradoras de Cartão;Luizacred;Contrato / Oferta;15
2015;Bancos, Financeiras e Administradoras de Cartão;Luizacred;Informação;3
2015;Bancos, Financeiras e Administradoras de Cartão;Luizacred;Vício de Qualidade;12
2015;Bancos, Financeiras e Administradoras de Cartão;Omni Financeira;Atendimento / SAC;6
2015;Bancos, Financeiras e Administradoras de Cartão;Omni Financeira;Cobrança / Contestação;55
2015;Bancos, Financeiras e Administradoras de Cartão;Omni Financeira;Contrato / Oferta;7
2015;Bancos, Financeiras e Administradoras de Cartão;Omni Financeira;Informação;1
2015;Bancos, Financeiras e Administradoras de Cartão;Omni Financeira;Vício de Qualidade;2
2015;Bancos, Financeiras e Administradoras de Cartão;Ourocard;Atendimento / SAC;98
2015;Bancos, Financeiras e Administradoras de Cartão;Ourocard;Cobrança / Contestação;355
2015;Bancos, Financeiras e Administradoras de Cartão;Ourocard;Contrato / Oferta;50
2015;Bancos, Financeiras e Administradoras de Cartão;Ourocard;Entrega do Produto;2
2015;Bancos, Financeiras e Administradoras de Cartão;Ourocard;Informação;9
2015;Bancos, Financeiras e Administradoras de Cartão;Ourocard;Vício de Qualidade;69
2015;Bancos, Financeiras e Administradoras de Cartão;Santander Financiamentos;Atendimento / SAC;24
2015;Bancos, Financeiras e Administradoras de Cartão;Santander Financiamentos;Cobrança / Contestação;236
2015;Bancos, Financeiras e Administradoras de Cartão;Santander Financiamentos;Contrato / Oferta;19
2015;Bancos, Financeiras e Administradoras de Cartão;Santander Financiamentos;Entrega do Produto;2
2015;Bancos, Financeiras e Administradoras de Cartão;Santander Financiamentos;Informação;5
2015;Bancos, Financeiras e Administradoras de Cartão;Santander Financiamentos;Vício de Qualidade;4
2015;Bancos, Financeiras e Administradoras de Cartão;Santander Financiamentos (Aymoré);Atendimento / SAC;13
2015;Bancos, Financeiras e Administradoras de Cartão;Santander Financiamentos (Aymoré);Cobrança / Contestação;177
2015;Bancos, Financeiras e Administradoras de Cartão;Santander Financiamentos (Aymoré);Contrato / Oferta;17
2015;Bancos, Financeiras e Administradoras de Cartão;Santander Financiamentos (Aymoré);Entrega do Produto;1
2015;Bancos, Financeiras e Administradoras de Cartão;Santander Financiamentos (Aymoré);Informação;3
2015;Bancos, Financeiras e Administradoras de Cartão;Santander Financiamentos (Aymoré);Vício de Qualidade;3
2015;Bancos, Financeiras e Administradoras de Cartão;Senff;Atendimento / SAC;12
2015;Bancos, Financeiras e Administradoras de Cartão;Senff;Cobrança / Contestação;139
2015;Bancos, Financeiras e Administradoras de Cartão;Senff;Contrato / Oferta;7
2015;Bancos, Financeiras e Administradoras de Cartão;Senff;Vício de Qualidade;14
2015;Bancos, Financeiras e Administradoras de Cartão;Tribanco;Cobrança / Contestação;1
2015;Bancos, Financeiras e Administradoras de Cartão;Tricard;Atendimento / SAC;3
2015;Bancos, Financeiras e Administradoras de Cartão;Tricard;Cobrança / Contestação;16
2015;Bancos, Financeiras e Administradoras de Cartão;Tricard;Contrato / Oferta;2
